human_ensembl_gene_id,mouse_accession,mouse_ensembl_gene_id,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_prot
ENSG00000175866,Q8BKX1,ENSMUSG00000025372,819.238539910624,22.4
ENSG00000182199,Q9CZN7,ENSMUSG00000025403,4176.02554972681,117.5
ENSG00000182199,Q9CZN7,ENSMUSG00000025403,4176.02554972681,117.5
ENSG00000182208,Q8VI63,ENSMUSG00000025147,389.63579265838,14.1
ENSG00000185624,P09103,ENSMUSG00000025130,23143.2244530238,158.1
ENSG00000185624,P09103,ENSMUSG00000025130,23143.2244530238,158.1
ENSG00000185664,Q60696,ENSMUSG00000025359,2.6029524870129,
ENSG00000185813,Q922E4,ENSMUSG00000025137,6480.94191442858,119.5
ENSG00000185813,Q922E4,ENSMUSG00000025137,6480.94191442858,119.5
ENSG00000187531,Q8BKJ9,ENSMUSG00000025138,537.887753653037,34.3
ENSG00000189221,Q64133,ENSMUSG00000025037,263.962883255217,60.3
ENSG00000189221,Q64133,ENSMUSG00000025037,263.962883255217,60.3
ENSG00000196865,Q8BZW8,ENSMUSG00000025078,804.829360360647,61.4
ENSG00000196865,Q8BZW8,ENSMUSG00000025078,804.829360360647,61.4
ENSG00000197142,Q8JZR0,ENSMUSG00000024981,12568.9199629768,324.8
ENSG00000197142,Q8JZR0,ENSMUSG00000024981,12568.9199629768,324.8
ENSG00000197728,P62855,ENSMUSG00000025362,3113.6069180405,81.6
ENSG00000197728,P62855,ENSMUSG00000025362,3113.6069180405,81.6
ENSG00000198682,O88428,ENSMUSG00000024899,7927.29856226825,133.1
ENSG00000198682,O88428,ENSMUSG00000024899,7927.29856226825,133.1
ENSG00000198814,Q64516,ENSMUSG00000025059,2023.11802411043,76.7
ENSG00000198814,Q64516,ENSMUSG00000025059,2023.11802411043,76.7
ENSG00000229894,Q64516,ENSMUSG00000025059,2023.11802411043,76.7
ENSG00000229894,Q64516,ENSMUSG00000025059,2023.11802411043,76.7
ENSG00000211456,Q9EP69,ENSMUSG00000025240,1387.30831127307,57.4
ENSG00000211456,Q9EP69,ENSMUSG00000025240,1387.30831127307,57.4
ENSG00000213614,P29416,ENSMUSG00000025232,963.394987203309,20.1
ENSG00000213614,P29416,ENSMUSG00000025232,963.394987203309,20.1
ENSG00000241935,Q9DCU9,ENSMUSG00000025176,2426.18061316437,64.1
ENSG00000241935,Q9DCU9,ENSMUSG00000025176,2426.18061316437,64.1
ENSG00000257727,Q9QXT0,ENSMUSG00000025381,1375.35206098174,68.0
ENSG00000257727,Q9QXT0,ENSMUSG00000025381,1375.35206098174,68.0
ENSG00000115459,Q91YP6,ENSMUSG00000056698,400.878468464286,
ENSG00000115525,O88829,ENSMUSG00000056091,4640.12718318047,9.5
ENSG00000115525,O88829,ENSMUSG00000056091,4640.12718318047,9.5
ENSG00000116663,Q9QZN4,ENSMUSG00000055401,689.960677454878,63.8
ENSG00000116663,Q9QZN4,ENSMUSG00000055401,689.960677454878,63.8
ENSG00000130402,P57780,ENSMUSG00000054808,3646.2107714846,104.1
ENSG00000130402,P57780,ENSMUSG00000054808,3646.2107714846,104.1
ENSG00000131943,Q8WUR0,ENSMUSG00000054676,2838.33094381768,35.7
ENSG00000131943,Q8WUR0,ENSMUSG00000054676,2838.33094381768,35.7
ENSG00000133020,P13542,ENSMUSG00000055775,10480.6268895681,2.2
ENSG00000133020,P13542,ENSMUSG00000055775,10480.6268895681,2.2
ENSG00000133818,P62071,ENSMUSG00000055723,336.831757931423,19.4
ENSG00000133818,P62071,ENSMUSG00000055723,336.831757931423,19.4
ENSG00000137845,O35598,ENSMUSG00000054693,666.360328748379,
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O88451,ENSMUSG00000040134,22016.8802949919,133.6
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000139547,O54909,ENSMUSG00000069456,4302.77800795372,28.1
ENSG00000159596,Q3KQJ0,ENSMUSG00000055900,250.726050344016,16.3
ENSG00000163220,P31725,ENSMUSG00000056071,61.3544617103136,52.6
ENSG00000163220,P31725,ENSMUSG00000056071,61.3544617103136,52.6
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,156.932388403207,44.4
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,156.932388403207,44.4
ENSG00000136881,Q91X34,ENSMUSG00000039653,4585.82111184628,79.4
ENSG00000136881,Q91X34,ENSMUSG00000039653,4585.82111184628,79.4
ENSG00000137944,Q71RI9,ENSMUSG00000040213,5640.60011948782,38.5
ENSG00000137944,Q71RI9,ENSMUSG00000040213,5640.60011948782,38.5
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2822.12354132589,42.6
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2822.12354132589,42.6
ENSG00000145041,Q80TR8,ENSMUSG00000040325,646.418205036969,
ENSG00000147586,Q9CY16,ENSMUSG00000040269,346.738386820075,65.2
ENSG00000147586,Q9CY16,ENSMUSG00000040269,346.738386820075,65.2
ENSG00000148965,P31532,ENSMUSG00000040017,4419.53512382987,11.1
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,4225.20935593063,120.0
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,4225.20935593063,120.0
ENSG00000153956,O08532,ENSMUSG00000040118,660.636446139115,
ENSG00000162654,Q61107,ENSMUSG00000028268,440.176184831678,
ENSG00000162654,Q61107,ENSMUSG00000028268,440.176184831678,
ENSG00000162654,Q61107,ENSMUSG00000028268,440.176184831678,
ENSG00000162654,Q61107,ENSMUSG00000028268,440.176184831678,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000163565,Q8BV49,ENSMUSG00000043263,54.0738678697539,
ENSG00000165325,Q7M6Y5,ENSMUSG00000039977,10.983429577915,
ENSG00000166986,Q68FL6,ENSMUSG00000040354,587.289351506633,57.9
ENSG00000166986,Q68FL6,ENSMUSG00000040354,587.289351506633,57.9
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,152.209218791414,49.8
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,152.209218791414,49.8
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,1541.75243936146,56.1
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,1541.75243936146,56.1
ENSG00000112339,Q69ZS7,ENSMUSG00000019977,1530.02567266713,21.2
ENSG00000112357,P97865,ENSMUSG00000020003,2132.14265102084,68.3
ENSG00000112357,P97865,ENSMUSG00000020003,2132.14265102084,68.3
ENSG00000112394,Q3U9N9,ENSMUSG00000019838,2818.144958839,
ENSG00000112769,P97927,ENSMUSG00000019846,148.9874025129,
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,610.419754827347,57.2
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,610.419754827347,57.2
ENSG00000114841,E9Q8T7,ENSMUSG00000019027,3.12628637021319,
ENSG00000115956,Q9JHK5,ENSMUSG00000020120,143.106703175199,30.0
ENSG00000118520,Q61176,ENSMUSG00000019987,26507.9209551411,204.6
ENSG00000118520,Q61176,ENSMUSG00000019987,26507.9209551411,204.6
ENSG00000120265,P23506,ENSMUSG00000019795,897.782119410383,36.2
ENSG00000120265,P23506,ENSMUSG00000019795,897.782119410383,36.2
ENSG00000120860,Q9CR27,ENSMUSG00000020056,330.693872459159,10.3
ENSG00000120860,Q9CR27,ENSMUSG00000020056,330.693872459159,10.3
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,1138.06573593568,8.4
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,1138.06573593568,8.4
ENSG00000122884,Q60715,ENSMUSG00000019916,281.26131700263,7.4
ENSG00000122884,Q60715,ENSMUSG00000019916,281.26131700263,7.4
ENSG00000122958,P40336,ENSMUSG00000020078,925.454324386983,28.5
ENSG00000122958,P40336,ENSMUSG00000020078,925.454324386983,28.5
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,465.558999641665,43.9
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,465.558999641665,43.9
ENSG00000130349,Q9CQF4,ENSMUSG00000019797,366.401149713178,57.2
ENSG00000130479,Q8C052,ENSMUSG00000019261,146.96583383279,24.0
ENSG00000131100,P50518,ENSMUSG00000019210,1591.75710389749,20.1
ENSG00000131100,P50518,ENSMUSG00000019210,1591.75710389749,20.1
ENSG00000131471,O70423,ENSMUSG00000019326,65.245783295125,
ENSG00000131471,O70423,ENSMUSG00000019326,65.245783295125,
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,4580.82940975676,98.1
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,4580.82940975676,98.1
ENSG00000133773,Q8R2N0,ENSMUSG00000019897,353.851329840916,158.8
ENSG00000135587,O70572,ENSMUSG00000019822,358.20299846567,
ENSG00000135597,O54916,ENSMUSG00000019854,400.450201204981,58.3
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,1440.00791068029,47.8
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,1440.00791068029,47.8
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,489.480601806834,10.3
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,489.480601806834,10.3
ENSG00000139343,P62307,ENSMUSG00000020018,52.942717000507,92.9
ENSG00000141030,O88543,ENSMUSG00000019373,709.751786528842,26.3
ENSG00000141030,O88543,ENSMUSG00000019373,709.751786528842,26.3
ENSG00000141738,Q03160,ENSMUSG00000019312,2199.03343866811,12.0
ENSG00000141738,Q03160,ENSMUSG00000019312,2199.03343866811,12.0
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1010.0799750384,
ENSG00000143314,Q9CQ06,ENSMUSG00000019710,1010.0799750384,
ENSG00000146648,Q01279,ENSMUSG00000020122,1330.05876129744,11.9
ENSG00000146648,Q01279,ENSMUSG00000020122,1330.05876129744,11.9
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,5136.11519174622,110.7
ENSG00000135220,Q8BWQ1,ENSMUSG00000035780,5136.11519174622,110.7
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,819.731988198966,16.6
ENSG00000135720,Q6PDL0,ENSMUSG00000035770,819.731988198966,16.6
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,934.544927388989,19.4
ENSG00000136011,Q8R4U0,ENSMUSG00000035459,934.544927388989,19.4
ENSG00000137106,Q91Z53,ENSMUSG00000035637,2349.09111507546,52.4
ENSG00000137106,Q91Z53,ENSMUSG00000035637,2349.09111507546,52.4
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,3366.61618722024,122.7
ENSG00000137124,Q9CZS1,ENSMUSG00000035561,3366.61618722024,122.7
ENSG00000138663,O88544,ENSMUSG00000035297,824.299727332743,43.5
ENSG00000138663,O88544,ENSMUSG00000035297,824.299727332743,43.5
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2112.28304871477,111.8
ENSG00000138674,Q3UPL0,ENSMUSG00000035325,2112.28304871477,111.8
ENSG00000138750,Q8BTS4,ENSMUSG00000034826,343.518732304998,25.1
ENSG00000143891,Q8K157,ENSMUSG00000035473,3004.90998606622,26.4
ENSG00000143891,Q8K157,ENSMUSG00000035473,3004.90998606622,26.4
ENSG00000144746,Q8R5J9,ENSMUSG00000035199,1119.98836519658,18.2
ENSG00000145016,Q80U62,ENSMUSG00000035629,390.562645104406,
ENSG00000145016,Q80U62,ENSMUSG00000035629,390.562645104406,
ENSG00000145321,P21614,ENSMUSG00000035540,111648.75412669,73.8
ENSG00000145321,P21614,ENSMUSG00000035540,111648.75412669,73.8
ENSG00000149243,Q9CZ49,ENSMUSG00000035298,0.35840933950521,245.5
ENSG00000149532,Q8BTV2,ENSMUSG00000034820,571.123821243618,
ENSG00000151365,Q62264,ENSMUSG00000035686,5106.15628134612,168.3
ENSG00000151365,Q62264,ENSMUSG00000035686,5106.15628134612,168.3
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,201.630087088497,19.5
ENSG00000151413,Q9CWD8,ENSMUSG00000035142,201.630087088497,19.5
ENSG00000151500,Q91YJ3,ENSMUSG00000035443,254.557490726424,114.6
ENSG00000158555,Q640M6,ENSMUSG00000035314,53.5258804416274,13.9
ENSG00000162390,Q8VHQ9,ENSMUSG00000034853,225.538780204838,18.9
ENSG00000166173,Q8BN59,ENSMUSG00000034839,8.20226422231542,12.7
ENSG00000167657,O54784,ENSMUSG00000034974,413.511092796865,
ENSG00000167657,O54784,ENSMUSG00000034974,413.511092796865,
ENSG00000167658,P58252,ENSMUSG00000034994,35003.8678078238,170.6
ENSG00000167658,P58252,ENSMUSG00000034994,35003.8678078238,170.6
ENSG00000170892,Q8BMZ5,ENSMUSG00000035585,638.4166813039,9.5
ENSG00000173812,P48024,ENSMUSG00000035530,6175.0531348781,15.8
ENSG00000173812,P48024,ENSMUSG00000035530,6175.0531348781,15.8
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P24457,ENSMUSG00000068085,3.72831849849075,
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000100197,P11714,ENSMUSG00000068086,324.423112803317,53.2
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,1813.20479048038,30.1
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,1813.20479048038,30.1
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,1813.20479048038,30.1
ENSG00000043093,Q9QZ73,ENSMUSG00000027708,1813.20479048038,30.1
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,1068.91425407967,52.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,1068.91425407967,52.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,1068.91425407967,52.7
ENSG00000100612,Q9CXR1,ENSMUSG00000021094,1068.91425407967,52.7
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000100883,P14576,ENSMUSG00000073079,2450.10669309886,156.1
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2624.06256672382,194.5
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2624.06256672382,194.5
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2624.06256672382,194.5
ENSG00000108187,Q9CXN7,ENSMUSG00000020072,2624.06256672382,194.5
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000111640,P16858,ENSMUSG00000057666,8989.89239734145,725.1
ENSG00000115541,Q64433,ENSMUSG00000073676,2283.95079684512,40.8
ENSG00000115541,Q64433,ENSMUSG00000073676,2283.95079684512,40.8
ENSG00000115541,Q64433,ENSMUSG00000073676,2283.95079684512,40.8
ENSG00000115541,Q64433,ENSMUSG00000073676,2283.95079684512,40.8
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000160111,P28666,ENSMUSG00000030131,12464.4115183278,8.0
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000126838,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000160111,P28665,ENSMUSG00000059908,13987.479729168,28.3
ENSG00000185515,P46737,ENSMUSG00000031201,547.837158602469,
ENSG00000185515,P46737,ENSMUSG00000031201,547.837158602469,
ENSG00000185515,P46737,ENSMUSG00000031201,547.837158602469,
ENSG00000185515,P46737,ENSMUSG00000031201,547.837158602469,
ENSG00000127578,Q8R0S6,ENSMUSG00000071192,2.6157529383283,257.4
ENSG00000128309,Q99J99,ENSMUSG00000071711,1748.22378173911,65.7
ENSG00000128309,Q99J99,ENSMUSG00000071711,1748.22378173911,65.7
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,1068.96301843558,51.5
ENSG00000130811,Q9Z1D1,ENSMUSG00000070319,1068.96301843558,51.5
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1098.00451952879,38.8
ENSG00000137824,Q3UJU9,ENSMUSG00000070730,1098.00451952879,38.8
ENSG00000141378,Q8R2Y8,ENSMUSG00000072582,240.697102757637,12.0
ENSG00000143839,P06281,ENSMUSG00000070645,3.86721062123831,
ENSG00000143845,A7MCT6,ENSMUSG00000070644,4998.47260848178,13.9
ENSG00000143845,A7MCT6,ENSMUSG00000070644,4998.47260848178,13.9
ENSG00000149257,P19324,ENSMUSG00000070436,537.060874626704,28.6
ENSG00000149257,P19324,ENSMUSG00000070436,537.060874626704,28.6
ENSG00000149480,Q9R190,ENSMUSG00000071646,926.196104340292,27.3
ENSG00000149480,Q9R190,ENSMUSG00000071646,926.196104340292,27.3
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2439.13821780954,
ENSG00000162191,Q922Y1,ENSMUSG00000071655,2439.13821780954,
ENSG00000165215,Q9Z0G9,ENSMUSG00000070473,1782.88800549859,
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,1141.35372265398,61.0
ENSG00000165264,Q3UIU2,ENSMUSG00000071014,1141.35372265398,61.0
ENSG00000167552,P68369,ENSMUSG00000072235,409.368749338946,
ENSG00000167552,P68369,ENSMUSG00000072235,409.368749338946,
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2267.02898579028,22.4
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2267.02898579028,22.4
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2267.02898579028,22.4
ENSG00000172828,Q8VCU1,ENSMUSG00000062181,2267.02898579028,22.4
ENSG00000172828,Q63880,ENSMUSG00000069922,6055.34385451971,45.4
ENSG00000172828,Q63880,ENSMUSG00000069922,6055.34385451971,45.4
ENSG00000172828,Q63880,ENSMUSG00000069922,6055.34385451971,45.4
ENSG00000172828,Q63880,ENSMUSG00000069922,6055.34385451971,45.4
ENSG00000173540,Q8BTZ7,ENSMUSG00000070284,172.516069425103,35.5
ENSG00000173540,Q8BTZ7,ENSMUSG00000070284,172.516069425103,35.5
ENSG00000173821,E9Q555,ENSMUSG00000070327,1700.37453610735,18.7
ENSG00000173821,E9Q555,ENSMUSG00000070327,1700.37453610735,18.7
ENSG00000178057,Q9JKL4,ENSMUSG00000070283,165.613259603415,17.7
ENSG00000178057,Q9JKL4,ENSMUSG00000070283,165.613259603415,17.7
ENSG00000185085,Q8CHT3,ENSMUSG00000071652,269.182837274532,63.6
ENSG00000147955,O55242,ENSMUSG00000036078,4421.32769024318,58.6
ENSG00000147955,O55242,ENSMUSG00000036078,4421.32769024318,58.6
ENSG00000153902,Q8K1S1,ENSMUSG00000036560,29.5167162995258,49.6
ENSG00000162066,Q8JZV7,ENSMUSG00000036820,187.457738849477,15.6
ENSG00000162066,Q8JZV7,ENSMUSG00000036820,187.457738849477,15.6
ENSG00000162910,Q9CZ83,ENSMUSG00000036860,299.249644114639,59.5
ENSG00000162910,Q9CZ83,ENSMUSG00000036860,299.249644114639,59.5
ENSG00000164967,Q99JH1,ENSMUSG00000036114,226.68434272945,8.9
ENSG00000166387,O35711,ENSMUSG00000036528,706.90906550122,20.6
ENSG00000166387,O35711,ENSMUSG00000036528,706.90906550122,20.6
ENSG00000167315,Q8BWT1,ENSMUSG00000036880,11423.7454869553,110.6
ENSG00000167315,Q8BWT1,ENSMUSG00000036880,11423.7454869553,110.6
ENSG00000167491,Q8CHY6,ENSMUSG00000036180,1221.23631328272,23.4
ENSG00000169313,Q9CPV9,ENSMUSG00000036353,23.8117923933183,398.3
ENSG00000172380,Q9DAS9,ENSMUSG00000036402,1240.0633610029,122.2
ENSG00000172939,Q6P9R2,ENSMUSG00000036737,742.833306765042,14.8
ENSG00000172939,Q6P9R2,ENSMUSG00000036737,742.833306765042,14.8
ENSG00000181467,P61226,ENSMUSG00000036894,83.5135283117789,39.3
ENSG00000181467,P61226,ENSMUSG00000036894,83.5135283117789,39.3
ENSG00000186010,Q9ERS2,ENSMUSG00000036199,2821.6013918495,23.6
ENSG00000186010,Q9ERS2,ENSMUSG00000036199,2821.6013918495,23.6
ENSG00000095539,Q9WUH7,ENSMUSG00000025207,7256.1498709924,7.5
ENSG00000107566,Q91X78,ENSMUSG00000025198,856.111718986469,10.5
ENSG00000107566,Q91X78,ENSMUSG00000025198,856.111718986469,10.5
ENSG00000107581,P23116,ENSMUSG00000024991,4368.73159666221,103.0
ENSG00000107581,P23116,ENSMUSG00000024991,4368.73159666221,103.0
ENSG00000107789,Q9Z2L6,ENSMUSG00000024896,903.458491264865,30.9
ENSG00000107819,Q91V61,ENSMUSG00000025212,104.515252006648,1.6
ENSG00000107819,Q91V61,ENSMUSG00000025212,104.515252006648,1.6
ENSG00000108039,Q6P1B1,ENSMUSG00000025027,559.286806590234,40.4
ENSG00000108039,Q6P1B1,ENSMUSG00000025027,559.286806590234,40.4
ENSG00000108055,Q9CW03,ENSMUSG00000024974,624.370913821201,50.6
ENSG00000108055,Q9CW03,ENSMUSG00000024974,624.370913821201,50.6
ENSG00000110075,Q922D4,ENSMUSG00000024908,1692.86375237882,85.1
ENSG00000110075,Q922D4,ENSMUSG00000024908,1692.86375237882,85.1
